age,annual_income,employment_length_years,home_ownership,credit_history_years,open_credit_lines,past_delinquencies_2yr,credit_utilization,loan_amount,loan_term_months,interest_rate,purpose,debt_to_income,payment_to_income,default
54,105606.0,13.9,OWN,27.5,3,1,0.461,12109.0,36,9.5,debt_consolidation,0.038,0.044,0
23,55307.0,5.2,RENT,0.0,3,0,0.422,33139.0,60,10.2,credit_card,0.12,0.153,0
49,71502.0,6.3,RENT,27.8,6,0,0.047,17230.0,48,9.26,home_improvement,0.06,0.072,0
39,106061.0,9.0,RENT,20.3,5,0,0.443,6541.0,60,7.02,debt_consolidation,0.012,0.015,0
33,39662.0,1.8,MORTGAGE,13.2,8,0,0.267,11048.0,48,8.32,debt_consolidation,0.07,0.082,0
42,46203.0,10.5,MORTGAGE,21.9,7,0,0.13,10358.0,48,11.81,debt_consolidation,0.056,0.071,0
51,54613.0,3.2,MORTGAGE,28.7,5,1,0.603,3896.0,24,7.25,debt_consolidation,0.036,0.038,1
46,84948.0,1.2,OWN,24.7,5,1,0.245,7323.0,36,9.85,debt_consolidation,0.029,0.033,0
29,85612.0,2.6,MORTGAGE,8.8,5,1,0.149,3048.0,48,7.91,credit_card,0.009,0.01,0
49,48270.0,1.7,RENT,27.6,4,0,0.079,15624.0,60,8.57,other,0.065,0.08,0
32,25481.0,1.6,RENT,13.9,2,0,0.249,60437.0,24,4.58,debt_consolidation,1.186,1.243,1
43,61273.0,2.0,MORTGAGE,20.5,1,0,0.074,8204.0,48,6.68,debt_consolidation,0.033,0.038,0
36,34229.0,1.2,MORTGAGE,17.3,4,0,0.465,8664.0,12,7.86,credit_card,0.253,0.264,0
37,25720.0,6.6,RENT,15.8,5,0,0.08,8343.0,60,12.12,debt_consolidation,0.065,0.087,0
49,28798.0,5.2,OWN,30.6,2,0,0.252,5581.0,24,7.68,home_improvement,0.097,0.105,0
28,63780.0,6.3,RENT,9.6,4,0,0.203,19535.0,36,4.0,debt_consolidation,0.102,0.109,0
63,106993.0,2.5,OWN,44.9,5,1,0.269,23065.0,12,11.84,major_purchase,0.216,0.23,0
18,55240.0,8.8,MORTGAGE,0.0,6,0,0.537,5540.0,36,10.55,debt_consolidation,0.033,0.039,0
33,60216.0,0.8,RENT,12.2,7,0,0.278,13605.0,12,8.15,debt_consolidation,0.226,0.236,0
44,97875.0,5.1,RENT,24.7,9,0,0.253,15756.0,24,9.59,debt_consolidation,0.08,0.089,0
47,25029.0,1.9,RENT,24.3,5,1,0.351,15870.0,12,7.17,debt_consolidation,0.634,0.659,1
39,70269.0,4.5,RENT,18.0,3,1,0.211,16226.0,48,7.73,debt_consolidation,0.058,0.067,0
39,53863.0,2.3,RENT,18.1,5,1,0.076,13074.0,60,9.51,medical,0.049,0.061,0
45,71900.0,9.4,RENT,25.0,5,1,0.162,11883.0,48,10.17,home_improvement,0.041,0.05,0
37,42542.0,13.3,RENT,19.0,3,0,0.076,8513.0,48,8.45,credit_card,0.05,0.059,0
57,35991.0,8.1,OWN,38.1,6,0,0.297,11494.0,60,11.86,major_purchase,0.064,0.085,0
50,58119.0,1.2,RENT,31.7,5,1,0.375,23886.0,48,7.03,debt_consolidation,0.103,0.118,0
50,123574.0,1.9,MORTGAGE,28.7,12,1,0.23,30630.0,60,10.66,home_improvement,0.05,0.064,0
28,83321.0,15.1,RENT,9.1,4,0,0.452,6652.0,12,7.08,debt_consolidation,0.08,0.083,0
39,42031.0,3.4,MORTGAGE,19.2,3,2,0.493,19900.0,24,8.72,home_improvement,0.237,0.259,0
36,27709.0,17.0,RENT,16.7,6,0,0.024,22144.0,36,11.09,major_purchase,0.266,0.314,0
28,23364.0,3.0,MORTGAGE,9.5,4,0,0.299,13591.0,60,7.84,debt_consolidation,0.116,0.141,0
44,104616.0,18.2,OWN,16.5,5,1,0.108,11619.0,36,7.62,debt_consolidation,0.037,0.042,0
34,33606.0,15.6,MORTGAGE,7.9,2,1,0.259,6374.0,36,8.38,debt_consolidation,0.063,0.072,0
48,46039.0,6.5,MORTGAGE,29.7,10,0,0.448,22021.0,24,7.9,small_business,0.239,0.259,0
27,104884.0,0.1,MORTGAGE,3.7,3,0,0.102,7454.0,36,6.54,small_business,0.024,0.026,0
61,24174.0,3.1,MORTGAGE,41.0,3,0,0.492,19403.0,60,8.78,major_purchase,0.161,0.199,0
29,114249.0,14.5,MORTGAGE,6.5,7,0,0.665,19129.0,24,9.83,debt_consolidation,0.084,0.093,0
43,47724.0,13.0,MORTGAGE,24.5,2,1,0.394,5829.0,36,7.28,home_improvement,0.041,0.045,0
50,30507.0,1.2,OWN,31.6,5,0,0.159,10936.0,36,9.47,debt_consolidation,0.119,0.138,0
33,47874.0,3.1,MORTGAGE,8.4,3,1,0.499,7257.0,12,9.34,debt_consolidation,0.152,0.159,1
50,37749.0,10.8,MORTGAGE,25.2,1,0,0.149,29346.0,24,10.36,credit_card,0.389,0.432,1
25,67536.0,5.2,OWN,5.1,5,1,0.166,11645.0,48,9.45,medical,0.043,0.052,0
57,39180.0,11.3,OWN,32.9,5,0,0.101,20510.0,24,11.17,debt_consolidation,0.262,0.293,0
40,20831.0,10.5,RENT,18.7,3,0,0.274,25693.0,36,8.44,home_improvement,0.411,0.467,0
33,48519.0,14.3,MORTGAGE,14.4,9,2,0.186,7962.0,60,7.94,home_improvement,0.033,0.04,0
36,27494.0,0.7,MORTGAGE,16.8,6,0,0.201,3932.0,48,6.92,medical,0.036,0.041,0
50,60004.0,0.9,OWN,31.6,3,1,0.12,4063.0,48,11.47,credit_card,0.017,0.021,0
33,29925.0,0.5,MORTGAGE,10.5,4,1,0.161,27123.0,48,10.77,debt_consolidation,0.227,0.28,0
31,42446.0,16.4,OWN,0.4,6,0,0.162,5879.0,36,10.06,debt_consolidation,0.046,0.054,0
37,59355.0,3.9,RENT,16.6,2,0,0.144,11101.0,36,6.79,credit_card,0.062,0.069,0
26,48716.0,0.4,RENT,4.8,5,0,0.226,16140.0,24,8.07,credit_card,0.166,0.18,0
62,61403.0,2.3,MORTGAGE,39.9,5,0,0.384,18411.0,48,10.82,debt_consolidation,0.075,0.093,0
33,76126.0,2.6,MORTGAGE,14.2,4,0,0.109,4467.0,12,8.21,other,0.059,0.061,0
50,30365.0,10.0,OWN,30.8,4,3,0.112,5134.0,60,9.99,other,0.034,0.043,0
43,52460.0,8.0,RENT,23.4,4,0,0.469,35718.0,48,11.18,major_purchase,0.17,0.212,1
28,15000.0,7.0,RENT,7.3,5,0,0.139,31624.0,24,9.19,home_improvement,1.054,1.158,1
40,61308.0,0.1,RENT,16.3,4,0,0.104,24727.0,48,10.56,debt_consolidation,0.101,0.124,0
49,46611.0,14.5,MORTGAGE,30.1,3,0,0.316,34289.0,36,9.34,debt_consolidation,0.245,0.282,0
38,33133.0,1.5,MORTGAGE,18.1,8,0,0.238,6129.0,48,14.29,debt_consolidation,0.046,0.061,0
54,63441.0,6.0,RENT,31.8,3,0,0.381,7870.0,24,8.73,debt_consolidation,0.062,0.068,0
52,97377.0,0.4,RENT,33.7,4,0,0.292,8116.0,60,9.69,other,0.017,0.021,0
51,42702.0,0.5,MORTGAGE,30.8,6,0,0.186,14956.0,48,10.13,credit_card,0.088,0.107,1
34,33779.0,0.1,MORTGAGE,15.5,8,0,0.258,10932.0,24,5.55,debt_consolidation,0.162,0.171,0
27,58836.0,5.0,OWN,6.7,3,0,0.542,15906.0,60,10.68,debt_consolidation,0.054,0.07,0
33,27783.0,6.0,RENT,10.6,5,2,0.127,15782.0,36,9.32,small_business,0.189,0.218,0
42,38941.0,0.3,OWN,23.2,3,0,0.049,9493.0,48,8.54,credit_card,0.061,0.072,0
47,99828.0,2.1,RENT,23.3,3,0,0.578,13646.0,60,7.4,other,0.027,0.033,0
18,55887.0,11.4,MORTGAGE,0.0,5,0,0.164,3119.0,36,8.32,major_purchase,0.019,0.021,0
40,21168.0,0.6,RENT,21.4,4,0,0.251,16046.0,24,10.36,home_improvement,0.379,0.421,0
42,22060.0,1.5,MORTGAGE,22.1,6,0,0.22,17406.0,48,5.41,medical,0.197,0.22,0
37,58750.0,3.3,MORTGAGE,12.7,7,1,0.214,9296.0,24,6.46,credit_card,0.079,0.085,0
55,83383.0,11.1,RENT,36.8,10,1,0.03,17766.0,24,11.3,home_improvement,0.107,0.12,0
45,24129.0,1.8,MORTGAGE,25.8,2,0,0.167,9107.0,36,10.1,major_purchase,0.126,0.146,0
56,67837.0,35.1,MORTGAGE,34.8,5,0,0.309,4776.0,60,10.74,debt_consolidation,0.014,0.018,1
37,105364.0,2.6,RENT,17.7,8,1,0.368,5542.0,36,10.39,debt_consolidation,0.018,0.02,0
51,139237.0,2.9,OWN,32.8,6,0,0.165,18447.0,60,8.49,debt_consolidation,0.026,0.033,0
60,63934.0,0.8,OWN,40.8,5,0,0.631,6206.0,48,11.49,credit_card,0.024,0.03,1
56,69801.0,6.8,MORTGAGE,32.8,3,1,0.12,14837.0,36,11.43,debt_consolidation,0.071,0.084,0
27,18646.0,1.7,MORTGAGE,0.0,1,0,0.383,11042.0,24,7.26,debt_consolidation,0.296,0.319,0
37,154798.0,5.9,RENT,18.9,2,0,0.424,12056.0,36,10.76,debt_consolidation,0.026,0.03,0
36,40630.0,1.5,OWN,15.5,5,1,0.274,23829.0,24,6.82,debt_consolidation,0.293,0.315,0
46,33971.0,2.9,RENT,27.7,3,1,0.592,39217.0,36,11.17,debt_consolidation,0.385,0.455,1
48,47686.0,11.7,OWN,26.6,4,0,0.461,31548.0,48,7.3,credit_card,0.165,0.191,0
30,115363.0,8.1,RENT,12.0,6,0,0.466,4607.0,36,6.97,debt_consolidation,0.013,0.015,0
41,163411.0,1.0,MORTGAGE,23.0,5,0,0.519,18292.0,24,10.26,debt_consolidation,0.056,0.062,0
18,57682.0,5.6,OWN,0.0,6,0,0.217,7856.0,36,7.66,medical,0.045,0.051,0
57,89236.0,5.9,MORTGAGE,38.8,9,1,0.339,17641.0,36,12.7,home_improvement,0.066,0.08,0
34,55359.0,0.6,MORTGAGE,14.9,6,1,0.243,6476.0,60,9.64,credit_card,0.023,0.03,0
41,32244.0,3.8,MORTGAGE,13.5,8,0,0.442,3653.0,36,7.08,major_purchase,0.038,0.042,0
36,113365.0,1.8,MORTGAGE,5.4,6,0,0.47,18873.0,60,6.62,debt_consolidation,0.033,0.039,0
54,39693.0,3.8,MORTGAGE,35.5,6,0,0.305,13728.0,36,7.9,debt_consolidation,0.115,0.13,0
18,116747.0,9.0,RENT,0.0,5,1,0.666,7538.0,60,6.86,credit_card,0.013,0.015,1
40,103701.0,1.0,OWN,19.5,8,0,0.121,36555.0,24,6.99,small_business,0.176,0.189,0
39,73645.0,0.8,MORTGAGE,19.2,5,0,0.299,5285.0,36,8.89,debt_consolidation,0.024,0.027,0
35,135197.0,1.9,RENT,9.2,4,0,0.054,33212.0,24,8.11,other,0.123,0.133,0
61,165408.0,18.3,MORTGAGE,38.8,3,1,0.124,7965.0,48,7.62,credit_card,0.012,0.014,0
29,49631.0,8.3,RENT,6.7,5,1,0.112,17799.0,36,11.54,other,0.12,0.142,0
49,36156.0,0.1,RENT,30.1,10,0,0.1,7448.0,60,7.53,home_improvement,0.041,0.05,0
44,21330.0,3.1,MORTGAGE,24.3,2,0,0.318,13675.0,36,9.69,credit_card,0.214,0.247,0
55,166432.0,1.8,MORTGAGE,35.0,8,0,0.389,10569.0,36,4.62,home_improvement,0.021,0.023,0
32,43484.0,6.1,RENT,12.9,11,1,0.3,14999.0,36,8.76,credit_card,0.115,0.131,0
31,95561.0,3.7,RENT,12.7,6,0,0.202,24123.0,36,8.37,debt_consolidation,0.084,0.095,1
53,37398.0,20.0,MORTGAGE,34.6,4,0,0.411,6487.0,24,10.53,credit_card,0.087,0.097,0
45,116907.0,1.5,MORTGAGE,26.4,5,1,0.298,6392.0,24,10.63,debt_consolidation,0.027,0.03,0
21,38175.0,5.3,MORTGAGE,2.3,3,0,0.12,19244.0,24,11.88,other,0.252,0.284,0
34,29856.0,7.2,RENT,15.2,6,0,0.107,8437.0,36,8.05,credit_card,0.094,0.106,0
45,48813.0,10.5,MORTGAGE,26.1,9,1,0.42,16135.0,24,5.35,debt_consolidation,0.165,0.175,1
50,41528.0,3.1,OWN,30.2,5,0,0.486,17922.0,36,6.95,credit_card,0.144,0.16,0
32,72995.0,7.0,MORTGAGE,11.9,3,0,0.633,2815.0,36,7.93,credit_card,0.013,0.014,0
18,52802.0,2.2,RENT,0.0,8,0,0.223,14204.0,36,7.45,home_improvement,0.09,0.1,1
46,74150.0,3.4,RENT,20.9,7,0,0.148,6542.0,12,12.75,credit_card,0.088,0.094,1
25,46840.0,13.6,OWN,4.6,6,2,0.322,22567.0,36,9.11,credit_card,0.161,0.184,0
18,38849.0,18.0,MORTGAGE,0.0,7,0,0.098,7915.0,36,8.94,credit_card,0.068,0.078,0
18,40466.0,7.6,RENT,0.0,3,1,0.05,14132.0,24,8.96,credit_card,0.175,0.191,0
50,150613.0,2.8,MORTGAGE,31.5,7,0,0.482,6798.0,48,8.42,debt_consolidation,0.011,0.013,0
42,60632.0,10.3,OWN,22.3,2,0,0.402,12692.0,48,5.92,debt_consolidation,0.052,0.059,0
37,20093.0,0.2,RENT,17.3,7,0,0.224,6347.0,24,11.67,credit_card,0.158,0.178,0
57,41768.0,0.7,RENT,37.7,3,0,0.151,11811.0,36,12.96,small_business,0.094,0.114,0
48,56865.0,6.5,MORTGAGE,30.0,3,0,0.105,9621.0,12,6.98,debt_consolidation,0.169,0.176,0
59,136312.0,2.1,MORTGAGE,35.9,2,0,0.195,18517.0,48,9.64,credit_card,0.034,0.041,0
23,90613.0,18.1,OWN,4.6,9,0,0.332,4636.0,36,8.36,debt_consolidation,0.017,0.019,0
40,34171.0,3.4,MORTGAGE,5.8,2,0,0.119,22650.0,60,12.23,home_improvement,0.133,0.178,0
21,181530.0,3.4,MORTGAGE,0.0,5,0,0.24,31430.0,36,11.25,debt_consolidation,0.058,0.068,0
37,53339.0,6.8,RENT,16.4,7,0,0.38,13481.0,36,8.07,debt_consolidation,0.084,0.095,0
37,101029.0,8.8,RENT,18.5,5,0,0.465,5527.0,36,11.41,debt_consolidation,0.018,0.022,0
48,30409.0,3.9,OWN,27.8,3,0,0.078,7513.0,48,10.24,other,0.062,0.076,0
41,16333.0,1.4,RENT,22.1,10,0,0.077,6994.0,36,7.82,debt_consolidation,0.143,0.161,0
47,26790.0,8.9,MORTGAGE,28.1,7,0,0.214,13814.0,12,7.0,credit_card,0.516,0.535,0
48,15000.0,2.3,OWN,24.7,4,1,0.493,12487.0,36,11.48,home_improvement,0.277,0.329,1
66,155756.0,1.2,RENT,46.6,3,1,0.235,23482.0,36,7.89,debt_consolidation,0.05,0.057,0
36,60311.0,6.0,MORTGAGE,16.2,3,2,0.236,10240.0,12,9.47,medical,0.17,0.179,0
29,34121.0,0.6,RENT,5.4,4,1,0.223,5474.0,36,11.3,major_purchase,0.053,0.063,0
43,67935.0,21.3,OWN,24.7,7,1,0.425,5982.0,60,9.35,debt_consolidation,0.018,0.022,1
30,59556.0,6.0,RENT,9.3,4,0,0.421,8496.0,48,7.82,debt_consolidation,0.036,0.042,0
58,73900.0,25.6,RENT,37.4,5,0,0.435,10539.0,12,11.23,credit_card,0.143,0.151,0
37,99187.0,2.5,RENT,17.3,8,1,0.173,7900.0,36,10.74,debt_consolidation,0.027,0.031,0
33,46866.0,21.3,MORTGAGE,9.7,8,0,0.216,17636.0,24,12.87,medical,0.188,0.214,0
34,34894.0,0.9,RENT,7.4,8,1,0.311,13181.0,24,10.76,credit_card,0.189,0.211,0
49,81952.0,0.2,MORTGAGE,29.1,9,0,0.198,5198.0,36,8.54,debt_consolidation,0.021,0.024,0
38,80916.0,0.2,MORTGAGE,18.2,6,0,0.33,5795.0,12,10.02,credit_card,0.072,0.076,0
32,56975.0,3.8,RENT,11.9,3,0,0.171,50126.0,36,11.1,other,0.293,0.346,1
60,160938.0,0.5,MORTGAGE,38.1,8,1,0.443,21198.0,24,9.92,credit_card,0.066,0.073,1
30,43525.0,4.3,MORTGAGE,8.7,8,0,0.084,14011.0,60,7.96,major_purchase,0.064,0.078,0
40,34547.0,2.4,MORTGAGE,21.2,2,0,0.191,5441.0,12,7.85,small_business,0.157,0.164,1
48,66772.0,2.5,MORTGAGE,29.8,7,0,0.05,6753.0,12,10.92,debt_consolidation,0.101,0.107,0
20,38659.0,6.1,MORTGAGE,0.0,6,0,0.151,9608.0,36,11.05,credit_card,0.083,0.098,0
46,69408.0,1.1,RENT,27.1,2,0,0.484,15593.0,12,10.58,debt_consolidation,0.225,0.238,0
27,35721.0,8.7,OWN,5.9,4,0,0.126,23037.0,36,9.46,home_improvement,0.215,0.248,0
50,44350.0,5.2,MORTGAGE,26.7,6,0,0.041,8070.0,36,9.25,debt_consolidation,0.061,0.07,0
28,139444.0,14.8,RENT,8.9,8,2,0.686,18484.0,36,8.23,credit_card,0.044,0.05,0
48,44232.0,2.7,RENT,27.0,3,1,0.389,31098.0,36,11.0,debt_consolidation,0.234,0.276,0
53,36336.0,24.3,RENT,34.7,7,0,0.422,15412.0,36,8.17,debt_consolidation,0.141,0.16,1
50,97279.0,5.1,MORTGAGE,21.5,4,0,0.157,6046.0,48,8.87,credit_card,0.016,0.019,0
43,32032.0,21.8,RENT,24.8,1,0,0.22,9422.0,36,8.36,small_business,0.098,0.111,0
37,38312.0,0.2,MORTGAGE,17.3,4,0,0.413,8857.0,60,9.56,medical,0.046,0.058,0
33,72278.0,7.8,RENT,12.7,1,0,0.309,15699.0,12,8.12,medical,0.217,0.227,0
58,86613.0,10.2,RENT,35.3,5,2,0.065,7476.0,24,10.4,debt_consolidation,0.043,0.048,0
32,99732.0,0.3,RENT,13.6,6,0,0.591,45595.0,12,11.74,debt_consolidation,0.457,0.487,1
28,37287.0,5.2,RENT,8.3,11,0,0.211,4361.0,24,11.2,debt_consolidation,0.058,0.066,0
48,72985.0,9.7,MORTGAGE,28.9,2,0,0.348,7933.0,60,8.24,debt_consolidation,0.022,0.027,0
30,42914.0,4.9,RENT,10.9,5,0,0.29,12490.0,60,11.49,major_purchase,0.058,0.077,0
29,40022.0,0.4,RENT,6.5,7,0,0.677,3985.0,48,6.58,debt_consolidation,0.025,0.028,0
23,98874.0,7.1,MORTGAGE,5.0,5,0,0.526,11876.0,36,7.71,small_business,0.04,0.045,0
34,41160.0,0.4,RENT,11.9,8,0,0.377,4181.0,48,10.39,debt_consolidation,0.025,0.031,0
39,62262.0,10.2,RENT,16.0,1,0,0.413,15426.0,60,8.21,major_purchase,0.05,0.061,0
43,58559.0,0.3,OWN,18.1,6,0,0.066,16294.0,60,7.85,credit_card,0.056,0.067,0
51,31717.0,0.9,MORTGAGE,30.0,7,0,0.391,10872.0,24,8.16,debt_consolidation,0.171,0.186,0
46,87820.0,1.9,RENT,26.8,2,0,0.6,6889.0,48,8.93,credit_card,0.02,0.023,0
38,71692.0,6.0,RENT,18.3,6,0,0.042,8337.0,24,7.36,debt_consolidation,0.058,0.063,0
38,20067.0,22.5,RENT,9.5,2,0,0.264,36128.0,12,8.6,credit_card,1.8,1.885,1
46,62237.0,0.8,MORTGAGE,21.6,2,1,0.702,5633.0,60,10.93,major_purchase,0.018,0.024,0
55,36810.0,0.9,RENT,35.1,6,0,0.183,12538.0,48,8.25,debt_consolidation,0.085,0.1,0
42,93764.0,2.8,OWN,15.4,5,2,0.471,5910.0,60,12.86,credit_card,0.013,0.017,1
34,26299.0,10.9,MORTGAGE,10.8,5,0,0.705,9622.0,48,7.18,home_improvement,0.091,0.106,0
28,45332.0,3.8,MORTGAGE,3.1,2,0,0.052,2322.0,36,7.04,other,0.017,0.019,0
23,64927.0,2.3,RENT,1.6,6,1,0.123,11538.0,48,9.27,credit_card,0.044,0.053,0
48,55669.0,4.9,RENT,24.2,4,0,0.196,18125.0,48,9.39,credit_card,0.081,0.098,0
47,79339.0,1.8,RENT,22.3,10,0,0.4,4350.0,12,10.3,home_improvement,0.055,0.058,0
47,25356.0,3.1,RENT,28.7,1,0,0.048,19437.0,48,4.23,small_business,0.192,0.209,0
38,123742.0,2.4,OWN,9.9,8,0,0.356,38211.0,36,10.65,debt_consolidation,0.103,0.121,0
57,70444.0,9.8,MORTGAGE,37.8,5,2,0.26,14101.0,24,7.09,credit_card,0.1,0.108,0
34,106922.0,15.5,MORTGAGE,14.3,1,1,0.627,15821.0,36,7.48,small_business,0.049,0.055,0
51,83878.0,8.6,OWN,28.3,1,0,0.339,12313.0,12,8.73,debt_consolidation,0.147,0.154,0
40,53863.0,3.5,OWN,18.7,5,0,0.269,14599.0,24,10.46,credit_card,0.136,0.151,0
33,28507.0,4.2,RENT,8.3,6,1,0.089,14415.0,36,8.36,credit_card,0.169,0.191,0
47,40873.0,0.8,OWN,27.5,10,0,0.312,4144.0,24,6.18,debt_consolidation,0.051,0.054,0
45,119944.0,8.2,RENT,25.6,2,0,0.229,16135.0,60,12.48,small_business,0.027,0.036,0
44,108306.0,5.4,MORTGAGE,25.9,4,0,0.197,14887.0,60,11.03,debt_consolidation,0.027,0.036,0
41,39743.0,14.0,OWN,21.1,5,2,0.269,10208.0,24,10.98,major_purchase,0.128,0.144,0
40,15000.0,1.3,MORTGAGE,18.1,3,0,0.357,6526.0,48,6.43,credit_card,0.109,0.124,0
69,48711.0,8.6,MORTGAGE,49.9,4,0,0.015,15965.0,48,5.03,medical,0.082,0.091,0
54,46918.0,6.9,RENT,34.1,4,0,0.081,8029.0,36,6.49,debt_consolidation,0.057,0.063,0
49,47816.0,1.9,RENT,30.3,7,1,0.247,9738.0,48,7.84,debt_consolidation,0.051,0.059,0
41,70564.0,6.6,MORTGAGE,18.6,4,0,0.677,7584.0,60,12.43,credit_card,0.021,0.029,0
52,83961.0,15.5,RENT,33.8,6,0,0.081,13411.0,48,7.34,other,0.04,0.046,0
46,88890.0,15.0,OWN,24.3,6,1,0.323,6750.0,48,8.94,medical,0.019,0.023,0
40,67701.0,7.6,RENT,20.6,4,1,0.384,2308.0,36,12.77,debt_consolidation,0.011,0.014,0
36,22018.0,0.3,RENT,17.9,1,0,0.193,14103.0,60,8.95,credit_card,0.128,0.159,0
39,45679.0,12.3,MORTGAGE,15.2,3,0,0.317,4541.0,60,7.95,other,0.02,0.024,0
18,171450.0,6.4,MORTGAGE,0.0,3,0,0.058,5794.0,24,9.6,home_improvement,0.017,0.019,0
43,65324.0,2.2,MORTGAGE,22.3,6,0,0.433,13057.0,24,10.95,home_improvement,0.1,0.112,0
34,65115.0,1.2,MORTGAGE,12.0,3,1,0.342,10150.0,36,6.37,credit_card,0.052,0.057,0
59,64844.0,0.7,MORTGAGE,37.8,6,0,0.259,6512.0,36,8.26,debt_consolidation,0.033,0.038,0
40,66682.0,0.3,OWN,18.1,4,0,0.135,10405.0,36,11.03,debt_consolidation,0.052,0.061,0
26,16456.0,8.4,MORTGAGE,3.7,2,1,0.219,31066.0,36,10.5,debt_consolidation,0.629,0.736,0
39,48062.0,1.6,MORTGAGE,18.3,4,0,0.131,9292.0,24,12.01,medical,0.097,0.109,0
27,53160.0,0.1,RENT,7.6,9,0,0.089,22181.0,36,7.02,small_business,0.139,0.155,0
46,102821.0,3.0,OWN,27.2,4,0,0.383,12901.0,36,9.52,credit_card,0.042,0.048,0
43,55483.0,4.0,RENT,18.0,5,1,0.185,18525.0,60,9.82,other,0.067,0.085,0
51,23783.0,1.1,RENT,22.5,7,0,0.125,9227.0,60,14.47,other,0.078,0.109,0
31,67174.0,0.3,MORTGAGE,11.7,2,0,0.301,15267.0,36,7.48,debt_consolidation,0.076,0.085,1
40,36246.0,1.3,RENT,21.6,7,0,0.171,35086.0,24,9.65,debt_consolidation,0.484,0.534,0
24,29484.0,6.8,RENT,5.2,3,1,0.105,9291.0,48,6.81,debt_consolidation,0.079,0.09,1
48,35701.0,0.5,RENT,26.7,5,0,0.225,12061.0,24,10.37,debt_consolidation,0.169,0.188,0
46,71058.0,4.9,RENT,27.4,5,0,0.16,7178.0,36,10.19,home_improvement,0.034,0.039,1
46,101659.0,0.9,RENT,23.5,9,0,0.3,4795.0,36,9.34,major_purchase,0.016,0.018,0
40,68973.0,1.3,MORTGAGE,14.3,3,0,0.211,5688.0,36,5.35,debt_consolidation,0.027,0.03,0
45,74311.0,3.0,MORTGAGE,17.1,6,1,0.16,13589.0,48,7.91,credit_card,0.046,0.053,0
59,68633.0,0.6,MORTGAGE,41.0,5,0,0.316,19093.0,12,8.34,medical,0.278,0.291,0
37,56992.0,1.1,OWN,9.5,6,0,0.262,10000.0,24,9.13,home_improvement,0.088,0.096,0
42,76762.0,2.6,RENT,20.0,4,0,0.793,9013.0,24,8.37,credit_card,0.059,0.064,0
27,16165.0,2.4,MORTGAGE,8.7,2,0,0.215,18986.0,60,10.56,debt_consolidation,0.235,0.303,0
30,57271.0,8.3,RENT,10.4,6,1,0.38,7756.0,36,11.8,debt_consolidation,0.045,0.054,0
41,32130.0,0.5,RENT,19.4,4,1,0.315,11301.0,60,10.82,debt_consolidation,0.07,0.091,0
53,96902.0,11.8,MORTGAGE,25.6,6,0,0.522,47992.0,24,8.52,credit_card,0.248,0.27,0
37,50333.0,10.2,RENT,18.5,7,0,0.35,59871.0,24,9.98,debt_consolidation,0.595,0.659,0
37,55021.0,8.7,RENT,18.6,5,2,0.715,22121.0,24,5.3,other,0.201,0.212,1
35,25526.0,2.2,MORTGAGE,15.1,4,0,0.115,13697.0,24,8.54,credit_card,0.268,0.293,0
34,90077.0,10.4,OWN,5.7,4,0,0.228,25536.0,36,7.53,debt_consolidation,0.094,0.106,0
44,74137.0,1.2,RENT,15.3,4,0,0.363,3169.0,24,7.87,home_improvement,0.021,0.023,0
22,71573.0,0.8,RENT,3.2,9,0,0.69,8045.0,36,9.49,major_purchase,0.037,0.043,0
55,36080.0,0.3,MORTGAGE,35.8,6,0,0.274,12206.0,24,8.96,medical,0.169,0.185,0
32,36797.0,16.8,MORTGAGE,6.8,1,1,0.433,4366.0,36,7.63,small_business,0.04,0.044,0
49,60585.0,2.2,MORTGAGE,27.0,5,0,0.088,9373.0,12,5.23,major_purchase,0.155,0.159,0
25,38283.0,15.0,MORTGAGE,0.0,5,0,0.199,8198.0,24,7.84,debt_consolidation,0.107,0.116,0
48,67336.0,1.9,MORTGAGE,23.3,6,0,0.414,13400.0,36,12.14,debt_consolidation,0.066,0.079,0
48,18390.0,14.3,MORTGAGE,29.3,4,0,0.267,13015.0,36,9.36,debt_consolidation,0.236,0.271,0
45,42456.0,14.1,MORTGAGE,22.7,4,2,0.212,4545.0,60,8.77,debt_consolidation,0.021,0.027,0
28,133036.0,15.4,RENT,9.9,4,0,0.692,11486.0,60,8.17,small_business,0.017,0.021,0
43,67491.0,4.1,OWN,19.9,6,0,0.113,53873.0,36,10.13,credit_card,0.266,0.31,0
26,58888.0,12.1,MORTGAGE,5.2,5,0,0.138,19375.0,48,10.13,home_improvement,0.082,0.1,0
37,146183.0,18.1,RENT,9.6,5,1,0.254,7061.0,12,9.28,major_purchase,0.048,0.051,0
52,16849.0,2.4,MORTGAGE,24.3,7,1,0.3,5293.0,48,8.41,credit_card,0.079,0.093,0
50,36039.0,3.3,OWN,31.8,3,0,0.233,11829.0,36,8.38,debt_consolidation,0.109,0.124,0
40,44330.0,7.6,RENT,21.5,6,1,0.318,7608.0,48,8.2,debt_consolidation,0.043,0.05,0
28,83214.0,2.1,MORTGAGE,8.0,8,0,0.413,10458.0,36,7.77,home_improvement,0.042,0.047,0
48,83938.0,8.4,RENT,23.7,6,0,0.474,15323.0,60,9.65,home_improvement,0.037,0.046,0
40,35137.0,0.5,MORTGAGE,16.9,5,0,0.887,5757.0,36,10.81,debt_consolidation,0.055,0.064,0
